Time	P1_pad	P3b_pad	P3a_pad	P1_cup	P2_cup	P3_cup	P1_green	P2_green	P3_green	P1_pink	P2_pink	P3_pink	P1_ripe	P2_ripe	P3_ripe	null1	null2	null3
K08726	207.94	0	8.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08730	42.76	21.39	33.84	34.65	13.58	13.93	14.54	11.87	24.62	11.91	11.36	17.28	15.96	12.91	9.57	0	0	0
K08734	6.78	8.52	7.28	7.62	9.56	7.8	9.22	6.71	16.04	4.93	4.87	4.84	5.26	4.31	5.34	0	0	0
K08735	14.47	12.91	14.1	7.3	7.81	7.94	8.77	5.76	21.87	3.21	3.08	3.79	4.43	3.17	3.12	0	0	0
K08736	5.82	7.63	6.1	5.34	4.93	4.84	7.04	6.12	5.5	3.08	3	2.81	3.6	4.08	2.6	0	0	0
K08737	12.87	13.05	5.59	18.42	42.48	4.09	6.07	2.48	11.36	4.55	13.25	0	5.2	1.87	3.36	0	0	0
K08738	132.13	132.93	124.91	180.1	147.62	199.46	154.29	112.51	104.18	402.36	318.09	258.11	430.46	295.46	340.63	0	0	0
K08739	6.33	11.62	0	7.97	9.99	8.6	16.88	9.25	7.97	7.33	10.88	12.61	12.78	7.89	7.52	0	0	0
K08740	2.91	4.51	3.79	3.86	4.67	4.59	4.59	0	2.92	0	0	0	0	0	0	0	0	0
K08741	3.94	0	4.5	3.08	4.79	5.3	3.95	2.8	3.88	0	1.86	3.31	4.53	4.69	3.31	0	0	0
K08744	16.61	12.21	16.62	0	16.62	17.33	13.02	21.42	11.79	17.14	18.25	38.21	68.13	19.75	0	0	0	0
K08762	496.59	297.41	518.16	647.47	0	766.55	818.02	713.23	0	0	850.51	334.84	1220.37	0	0	0	0	0
K08770	0	5.47	1422.68	5.11	6.53	1552.27	3756.21	5168.58	4122.68	164.99	19908.31	4891.47	4.1	999.17	4996.56	0	0	0
K08773	0	0	13.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08775	3.43	3.36	4.7	2.52	3.43	3.67	0	0	0	0	0	0	0	0	0	0	0	0
K08776	190.1	41.19	166.97	80.4	102.03	96.08	39.53	93.38	40.14	71.43	80.22	75.92	63.63	76.7	77.16	0	0	0
K08789	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08790	0	18.31	0	53.18	43.48	217.26	35.51	52.68	28.81	24.21	103.25	56.93	9.05	77.26	24.73	0	0	0
K08794	23.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08818	26.78	25.73	0	20.85	27.05	19.46	22.01	0	57.44	40.18	0	0	0	0	30.4	0	0	0
K08819	43.09	26.11	30.08	41.16	33.34	26.89	28.41	20.52	38.74	23.38	38.97	21.14	16.9	19.41	24.63	0	0	0
K08827	67.26	12.95	0	0	11.96	8.27	11.46	8.06	189.93	10.75	10.77	0	11.34	21.29	16.09	0	0	0
K08829	99.26	107.29	104.5	73.3	69.26	83.97	0	0	0	86.21	99	118.01	100.34	112.56	101.18	0	0	0
K08832	13.03	20.35	24.19	31.81	23.76	27.87	22.87	18.32	23.41	32.61	12.69	55.15	67.11	18.27	21.16	0	0	0
K08835	34.27	3.45	35.03	26.58	30.32	28.66	32.56	50.82	31.53	31.03	35.06	32.78	6.39	32.58	34.08	0	0	0
K08838	19.02	16.94	15.14	17.39	17.74	17.5	30.94	0	25.01	15.96	17.3	13.83	22.05	16.71	18.31	0	0	0
K08850	18.83	19.2	4.45	7.27	11.37	11.59	8.81	0	0	0	0	0	0	0	0	0	0	0
K08851	38.37	0	31.67	38.61	35.82	26.84	0	0	86.24	18.02	38.11	0	19.52	17.25	0	0	0	0
K08852	0	15.1	14.38	13.93	13.97	13.76	13.19	11.85	12.15	29.46	13.04	12.05	11.15	14.33	13.09	0	0	0
K08853	22.59	0	22.43	0	0	0	26.59	26.38	21.43	37.06	0	0	19.43	36.75	36.15	0	0	0
K08856	65.38	0	37.17	0	57.92	51.69	78.97	59.75	51.06	139.2	0	0	112.4	97.35	0	0	0	0
K08857	44.26	48.49	9.85	50.15	35.85	12.65	49.89	5.43	5.57	6.91	19.37	17.25	6.04	18.62	17.5	0	0	0
K08864	12.79	11.51	12.31	9.15	9.64	11.25	11.02	0	10.61	10.75	8.37	8.83	15.11	9.29	10.47	0	0	0
K08866	3.01	3.09	2.17	2.93	3.92	0	0	2.36	0	3.39	0	2.62	5.01	0	4.38	0	0	0
K08867	36.97	49.39	39.61	32.58	29.39	35.84	105.64	27.01	30.86	46.52	40.65	19.53	30.14	43.39	45.52	0	0	0
K08869	30.69	28.16	29.18	20.35	21.78	21.64	8.6	25.69	35.64	24.9	25.86	25.57	6.5	28.1	28.08	0	0	0
K08871	30.06	0	28.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08873	0	0	15.23	0	0	0	0	0	38.61	0	0	0	0	0	0	0	0	0
K08874	28.02	32.56	32.39	20.5	22.94	21.41	55.25	19.37	23.08	9.95	11.01	10.57	14.58	0	11.37	0	0	0
K08876	21.47	20.12	20.57	26.81	28.35	28.94	24.12	25.32	18.71	23.27	23.42	24.69	19.39	22.9	21.61	0	0	0
K08877	10.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08880	0	0	7	0	7.37	7.87	6.1	11.37	4.32	5.89	5.09	6.25	0	6	6.18	0	0	0
K08884	20.19	0	8.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08889	0	0	9.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08900	103.62	17.5	7.99	5.67	8.98	20.7	32.86	3.3	4.99	37.4	5.13	5.76	4.4	17.39	36.83	0	0	0
K08901	19.6	20.62	18.42	93.2	1223.67	25.83	16.17	3.11	2.83	99.8	130.09	145.34	48.51	69.03	119.02	0	0	0
K08902	0	95.08	0	150.62	69.84	0	83.75	0	0	0	0	14.99	6.3	5.11	0	0	0	0
K08903	99.88	85.27	83.6	59.44	64.48	65.59	47.62	19.59	26.85	12.54	12.12	12.78	5.93	8.97	11.07	0	0	0
K08906	9.24	9.73	9.12	10.22	9.03	10.12	10.61	3.44	5.86	0	3.37	0	0	2.6	0	0	0	0
K08907	772.14	546.96	639.8	989.75	978.95	843.23	658.97	178.36	323.47	45.47	57.83	70.62	11.64	31.94	58.26	0	0	0
K08908	74.75	58.4	61.66	0	59.09	966.06	686.88	6.89	18.02	0	40.78	0	0	0	0	0	0	0
K08909	612.96	523.82	489.39	1000.41	717.5	736.83	604.84	175.74	319.8	49.87	65.35	65.69	54.45	57.15	70.37	0	0	0
K08910	467.72	0	408.94	701.18	0	1338.95	484.77	305.66	0	45.31	55.52	58.38	0	0	0	0	0	0
K08911	24.45	15.81	16.06	16.52	14.45	14.97	10.47	0	6.57	0	0	0	0	0	0	0	0	0
K08912	4445.43	1739.06	1702.97	7873.04	0	6380.78	322.66	164.76	102.19	267.34	0	268.49	226.27	324.21	0	0	0	0
K08913	4104.55	3155.69	0	3109.26	2449.85	2536.1	1632.39	397.65	741.3	68.59	91.45	89.28	23.01	0	86.32	0	0	0
K08914	868.44	812.74	689.36	869.34	655.22	364.1	684.04	104.95	247.06	25.66	19.64	19.52	0	33.87	28.59	0	0	0
K08915	1083.45	899.54	838.66	1549.83	1268.32	1252.21	747.83	179.9	403.21	35.15	50.5	60.67	24.41	22.1	56.8	0	0	0
K08916	1040.4	917.75	933.04	1176.78	945.74	1016.1	910.65	226.46	474.06	35.57	45.1	43.42	19.38	29.54	41.19	0	0	0
K08917	626.63	593.94	565.42	871	664.51	643.79	609.79	189.42	284.46	28.94	40	48.74	9.83	0	40.89	0	0	0
K08955	0	36.03	0	32.95	28.39	27.82	24.68	13.13	18.02	8.77	10.26	30.39	43.15	7.89	9.53	0	0	0
K08956	72.67	73.09	70.23	45.21	34.52	48.38	59.64	49.21	52.89	0	55.24	62.61	43.95	58.71	53.55	0	0	0
K08960	0	66.58	0	76.41	57.04	80.48	58.62	47.04	145.91	38.41	116.61	63.67	39.59	117.77	155.11	0	0	0
K08963	53.02	48.97	48.07	53.39	57.13	55.92	58.72	0	53.65	55.26	58.06	63.85	45.95	0	47.17	0	0	0
K08967	94.41	84.01	77.65	104.99	92.52	99.69	33.81	83.48	7.86	124.8	126.96	143.86	166.85	134.24	133.94	0	0	0
K08991	9.94	0	3.9	3.12	4.03	3.77	5.29	2.57	3.72	0	1.77	2.37	3.88	3.44	2.23	0	0	0
K08998	0	10.12	10.86	7.04	6.85	5.34	8.33	3.58	9.95	3.66	4.11	4.74	0	6.42	7.13	0	0	0
K08999	10.37	0	10.34	12.76	12.14	14.62	15.54	11.29	12.32	11.84	11.95	12.97	16.8	12.66	13.34	0	0	0
K09008	19.24	26.14	37	27.44	25.52	53.7	27.89	36.7	22.45	48.99	20.82	25.93	26.91	24.3	20.72	0	0	0
K09013	27.4	28.7	26.69	27.04	26.73	24.59	24.95	16.16	20.45	25.69	22.99	24.53	9.1	16.31	17.41	0	0	0
K09015	26.52	25.64	23.76	26.88	25.8	26.14	24.66	12.83	16.41	12.18	12.34	12.31	12.65	11.21	12.99	0	0	0
K09060	38.42	39.35	35.15	34	50.05	77.15	33.44	36.86	59.07	13.36	186.04	214.36	6.19	26.09	16.2	0	0	0
K09122	15.4	33.15	51.52	15.19	17.75	15.57	16.24	12.88	16.11	13.54	13.32	29.03	12.33	13.28	13.74	0	0	0
K09131	22.03	23.67	16.66	20.89	21.71	20.82	18.92	17.64	21.83	18.58	14.79	15.5	11.35	17.58	15.65	0	0	0
K09140	16.53	19.74	16.92	0	14.1	13.14	0	13.37	0	16.06	17.94	0	65.95	19.65	20.44	0	0	0
K09142	0	14.76	0	11.83	10.93	11.82	12.27	9.52	9.34	11.95	9.97	12.3	6.28	0	11.28	0	0	0
K09188	27.43	0	80.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09191	59.85	0	0	15.63	0	0	15.94	17.81	0	0	0	0	0	16.1	0	0	0	0
K09201	0	28.47	0	23.45	25.25	22.45	26.02	17.89	23.34	11.26	11.55	12.09	10.47	13.04	12.85	0	0	0
K09228	26.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09250	30.89	11.85	33.41	6.27	8.65	7.42	51.42	25.04	8.85	19.88	19.61	75.53	8.85	14.24	29.4	0	0	0
K09262	0	0	4.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09264	95.84	89.46	71.97	84.6	198.1	5.69	5.44	66.68	63.63	3.42	4.65	50.62	338.74	4.82	6.36	0	0	0
K09265	0	0	31.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09272	106.91	66.25	0	56.34	102.33	110.5	48.14	0	42.73	114.02	57.62	131.47	36.36	41.31	149.03	0	0	0
K09273	23.69	16.9	18.13	9.59	13.77	14.1	8.71	0	4.69	0	0	0	0	0	0	0	0	0
K09284	69.92	44.69	162.47	34.92	15.22	41.12	34.78	9.91	29.32	161.35	47.71	54.14	14.11	6.2	47.14	0	0	0
K09285	4.28	9.08	9.09	3.58	3.66	4.47	9.57	2.84	5.71	12.12	3.42	4.87	6.32	2.1	2.59	0	0	0
K09286	5.77	11.42	57.84	86.71	24.78	5.73	4.56	5.27	44.08	5.16	6.88	7.55	23.1	5.7	59.11	0	0	0
K09287	14.25	19.17	22.71	14.07	9.14	10.1	0	0	3.39	0	3.33	2.96	0	0	0	0	0	0
K09291	35.3	38.45	37.98	28.81	31.32	72.45	33.62	28.76	30.16	25.7	27.62	25.54	20.97	21.74	24.65	0	0	0
K09296	3.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09313	23.34	23.07	22.09	19.96	22.3	21.27	20.64	20.8	19.34	16.87	16.38	16.48	13.25	19.39	17.08	0	0	0
K09338	45.18	14.09	75.09	38.55	43.34	3.89	8.84	121.83	6.85	117.01	34.43	6.31	15.47	5.97	7.04	0	0	0
K09377	4.93	114.99	3.7	5.38	4.6	6.46	4.65	65.08	63.64	5.11	5.86	56.82	15.09	16.86	40.77	0	0	0
K09391	0	6.76	0	3.8	7.21	3.22	5.98	3.26	3.44	3.57	0	0	15.84	3.44	2.62	0	0	0
K09414	0	0	17.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09419	16.39	7.17	17.88	7.89	15.55	3.78	8.29	7.2	6.66	22.99	4.99	15.66	5.99	7.62	6.88	0	0	0
K09420	0	9.8	0	0	0	7.3	6.76	3.36	0	0	0	2.42	4.73	0	0	0	0	0
K09422	3.77	4.15	9.37	5.69	4.76	5.77	4.49	5.47	4.97	3.25	6.25	3.8	5.2	4.18	4.09	0	0	0
K09425	0	0	43.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09458	66.97	65.71	67.62	79.88	5.5	92.73	7.33	25.36	62.09	3.68	3.82	61.09	16.31	3.2	5.22	0	0	0
K09477	14.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09480	21.8	0	23.57	34.79	16.79	19.04	19.7	40.72	18.02	18.21	27.92	28.79	25.1	0	0	0	0	0
K09486	47.95	47.48	48.07	50.34	64.15	59.56	61.95	36.89	27.97	58.9	53.63	55.84	127.77	42.12	40.42	0	0	0
K09487	106.72	114.17	111.08	154.63	137.6	147.52	142.21	211.52	77.58	80.19	66.44	25.53	106.42	59.46	73.34	0	0	0
K09489	16.12	16.47	16.59	27.2	18.94	19.38	240.13	158.09	18.34	13.67	193.01	99.14	122.55	96.83	99.61	0	0	0
K09490	247.95	4.22	218.82	438.43	2092.98	461.48	463.38	195.88	197.06	535.6	585.55	502.89	297.94	403.35	358.95	0	0	0
K09493	64.36	64.19	62.44	49.26	55.67	55.5	50.39	46.65	42.37	40.52	38.84	32.09	0	38.87	37.04	0	0	0
K09494	116.82	118.87	118.38	92.41	102.91	99.54	107.51	92.58	92.1	131.37	123.39	114.66	97.93	112.46	118.87	0	0	0
K09495	98.75	104.25	104.95	82.89	100.43	108.99	0	89.32	65.97	75.92	81.66	67.28	74.56	71.65	75.13	0	0	0
K09496	51.77	57.49	55.78	46.67	51.85	49.42	55.89	46.52	40.74	46.58	48.03	47.79	34.44	44.41	44.98	0	0	0
K09497	131.17	132.15	128.82	96.34	103.23	103.9	106.82	97.05	82.34	100.82	98.02	90.56	66.75	92.34	96.57	0	0	0
K09498	77.31	74.01	0	61.24	73.97	71.29	74.04	65.41	60.36	64.77	58.24	47.89	47.66	55.19	58.69	0	0	0
K09499	174.8	142.62	0	93.33	110.42	116.01	111.15	109.55	0	186.46	212.25	103.52	0	110.23	164.85	0	0	0
K09500	93.04	94.41	96.02	77.97	86.61	82.69	96.34	77.83	0	114.36	111.05	95.06	54.23	104.9	204.95	0	0	0
K09503	34.04	474.73	88.33	393.7	30.97	414.21	488.27	379.56	402.63	318.26	43.82	313.85	193.31	317.9	346.66	0	0	0
K09506	10.76	12.93	10.49	9.16	44.34	8.79	10.47	9.01	9.68	17.75	15.13	13.88	19.33	13.58	15.27	0	0	0
K09508	0	0	46.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09510	35.9	43.1	81.09	76.73	70.13	111.45	86.67	60.5	111.66	4.16	174.41	141.64	151.65	5.16	5.08	0	0	0
K09512	0	30.72	0	0	41.46	0	68.48	0	0	43.9	41.67	54.47	17.07	3.52	38.63	0	0	0
K09517	48.57	51.19	45.92	73.94	96.33	95.12	89.62	60.42	42.39	149.37	150.89	157.99	251.43	133.69	108.32	0	0	0
K09518	35.58	34.43	114.02	32.67	34.06	33.84	36.92	39.57	125.43	35.04	144.5	36.12	44.23	39.78	33.36	0	0	0
K09522	36.16	52.21	45.92	20.78	34.15	32.19	30.85	0	26.09	52.08	50.67	52.34	68.87	51.89	0	0	0	0
K09523	42.25	22.05	21.13	0	0	46.25	40.63	20.19	22.08	31.98	60.25	29.16	42.26	27.66	67.49	0	0	0
K09527	8.81	9.11	9.48	7.29	19.6	8.81	8.2	7.69	7.49	7	13.89	48.26	0	6.91	7.71	0	0	0
K09528	41.04	43.07	40.78	37.95	0	36.39	39.07	34.69	37.32	46.26	41.63	43.74	58.66	49.61	41.55	0	0	0
K09529	22.78	24.03	23.27	5.51	5.02	7.29	8.96	6.08	7.1	18.19	5.52	7.87	12.39	3.93	6.47	0	0	0
K09531	17.69	20.04	19.43	35.63	18.34	18.52	20.24	14.51	37.32	15.28	13.79	13.93	12.78	15.14	13.85	0	0	0
K09533	20.39	22.08	0	20.7	21.63	21.83	27.97	24.65	25	27.54	32.1	31.01	35.37	26.55	32.74	0	0	0
K09534	15.71	17.62	26.81	16.21	24.69	46.74	20.67	12.99	14.79	16.49	16.29	17.48	21.42	35.01	42.34	0	0	0
K09537	13.96	12.51	13.41	11.85	11.59	11.87	12.24	17.09	15.03	14.25	14.5	14.36	19.3	14.06	14.51	0	0	0
K09539	30.29	29.38	25.68	26.12	35.06	33.16	30.78	24.13	26.9	46.17	37.49	38.89	53.94	33.14	37.44	0	0	0
K09540	54.66	0	25.71	36.82	43.75	0	0	28.2	30.49	38.24	47.89	0	39.2	0	0	0	0	0
K09548	31.73	27.76	30.25	27.1	31.85	26.36	30.52	29.35	29.06	34.68	36.59	27.06	41.8	32.11	33.68	0	0	0
K09549	42.77	41.47	41.52	42.58	45.76	47.73	42.8	37.45	40.58	50.83	52.32	78.55	43.05	48.62	46	0	0	0
K09550	59.07	60.3	55.43	50.64	62.89	58.54	52.19	43.79	48.76	62.36	67.64	66.42	57.03	65.77	47.12	0	0	0
K09553	0	95.85	93.49	96.08	111.24	116.29	141.58	183.33	96.59	74.16	76.13	0	153.17	64.27	104.78	0	0	0
K09560	127.19	157.14	161.66	155.05	340.5	334.31	259.08	132.01	145.29	140.71	152.14	108.37	89.07	101.66	145.32	0	0	0
K09561	36.23	35.79	35.52	41.07	42.58	40.61	39.25	26.53	32.93	29.42	28.91	26.33	49.72	31.7	29.57	0	0	0
K09562	51.23	47.38	49.38	39.61	43.58	42.41	49.31	0	43.72	61.98	60.86	71.92	52.76	70.01	63.26	0	0	0
K09564	0	14.7	0	12.59	15.51	30.04	15.13	27.92	12.89	16.36	13.58	31.92	17.75	15.43	17.18	0	0	0
K09566	0	36.56	0	20.75	20.93	24.67	22.34	19.49	24.18	17.85	17.03	17.25	60.62	16.26	18.15	0	0	0
K09567	45.27	43.92	41.62	33.64	33.75	36.28	36.98	28.64	30.62	18.22	17.61	18.56	23.68	20.92	17.18	0	0	0
K09569	5.91	5.35	146.39	192.26	4.08	3.87	192.91	129.15	120.02	178.43	164.8	178.74	184.77	179.9	155.16	0	0	0
K09571	162.29	173.26	158.43	17.93	241.85	251.02	340.29	169.24	124.93	292.56	11.29	10.38	807.38	11.36	288.03	0	0	0
K09578	48.67	70.28	60.34	98.96	73.2	0	0	83.08	0	64.01	83.14	0	143.15	73.67	0	0	0	0
K09579	130.09	132.55	127.37	150.97	164.27	162.1	185.81	139.07	166.14	180.44	174.52	161.78	223.63	162.23	160.12	0	0	0
K09580	57.92	62.49	62.74	49.44	61.9	59.84	193.79	202.43	433.08	32.9	45.48	53.85	52.96	41.89	47.99	0	0	0
K09584	90.33	82.21	83.54	189.26	219.13	238.74	132.64	90.57	85.32	172.2	168.31	175.16	406.66	164.04	135.7	0	0	0
K09587	8.27	6.33	0	18.45	6.84	6.37	4.97	0	0	6.92	6.34	5.75	3.8	5.28	6.33	0	0	0
K09588	15.85	13.84	44.97	37.86	0	0	28.21	14.44	28.92	9.07	8.15	8.67	0	6.86	6.84	0	0	0
K09591	0	21.42	18.36	0	0	24.17	31.55	0	0	0	0	14.45	0	0	0	0	0	0
K09595	70.26	0	70	73.98	0	71.57	65.61	0	0	0	68.62	83.39	53.98	62.88	54.88	0	0	0
K09597	0	50.01	0	71.87	72.82	70.73	73.97	67.97	57.52	73.37	162.91	168.99	143.06	89.01	84.76	0	0	0
K09598	31.36	31.45	29.9	22.76	24.74	23.96	0	17.84	17.4	13.69	16.07	16.63	22.35	17.2	15.97	0	0	0
K09602	47.72	37.92	0	0	54.41	0	48.45	32.88	0	33.53	28.89	31.88	0	40.08	0	0	0	0
K09613	61.98	59.93	0	47.25	51.8	47.94	79.74	41.78	40.32	54.04	54.38	52.47	128	54.32	53.46	0	0	0
K09645	38.24	0	34.84	39.39	40.4	0	52.08	17.18	29.91	9.9	9.76	8.47	0	9.45	9.58	0	0	0
K09646	6.85	7.67	6.35	6.65	6.83	8.25	59.75	3.78	8.95	4.64	3.31	5.15	7.57	4.78	6.15	0	0	0
K09647	43.89	44.85	41.64	43.89	174.34	84.56	37.15	38.07	35.4	45.1	38.6	37.67	74.96	51.49	45.91	0	0	0
K09648	10.3	0	8.54	8.58	8.71	9.63	8.96	8.57	8.15	10.34	10.61	9.9	9.69	12.57	9.17	0	0	0
K09651	14.59	13.48	10.92	15.54	16.19	18.86	21.29	11.88	16.35	10.34	7.72	6.06	21.2	8.28	11.56	0	0	0
K09659	0	31.32	0	0	0	0	0	0	0	0	38.09	0	0	0	0	0	0	0
K09660	50.63	42.49	43.34	46.73	55.34	52.78	57.01	41.71	43.62	30.24	32.47	27.07	13.87	37.15	28.91	0	0	0
K09667	0	0	54.92	50.4	0	0	54.81	0	0	122.6	141.67	196.92	72.64	127.24	111.58	0	0	0
K09680	41.06	18.24	19.28	38.91	41.85	32.67	41.35	10.6	15.91	17.27	17.31	15.49	21.26	26.02	35.05	0	0	0
K09699	21.39	25.57	23.68	33.52	27.81	22.58	25.71	15.06	74.55	21.14	23.92	22.39	29.45	20.62	22.3	0	0	0
K09705	33.8	30.14	32.74	39.01	51.15	37.95	29.67	27.59	21.02	20.51	17.92	15.46	23.38	22.19	21.52	0	0	0
K09716	40.14	41.31	39.4	26.52	28.92	30.25	32.39	24.83	42.93	35.01	35.93	0	17.83	34.66	31.73	0	0	0
K09753	115.98	125.1	112.15	93.86	105.06	99.07	249.31	147.64	158.27	194.97	213.08	230.89	263.52	215.11	167.46	0	0	0
K09754	275.62	301.72	286.04	244.26	247.08	241.68	312.87	80.74	172.01	177.39	145.97	175.66	87.74	134.18	170.86	0	0	0
K09755	0	0	3.95	8.43	5.14	7.18	111.32	59.24	78.25	0	0	3.93	7.37	0	4.15	0	0	0
K09761	0	6.96	6.83	7.06	7.47	8.1	6.58	3.58	6.87	3.33	3.71	3.97	8.38	5.28	5.92	0	0	0
K09775	30.53	8.91	30.5	19.17	18.46	19.65	32.23	12.09	13	9.99	23.34	15.7	11.85	12.36	21.08	0	0	0
K09828	334.87	316.06	313.18	539.52	605.36	557.08	455.59	418.84	319.16	200.61	202.27	140.91	157.88	243.39	208.92	0	0	0
K09832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09833	45.6	40.93	40.32	71.09	78.89	74.18	68.6	29.66	17.98	17.5	19.81	16.88	15.8	32.32	18.72	0	0	0
K09834	0	39.04	40.12	44.43	43.39	39.01	40.9	0	36.86	27.32	30.22	30.77	20.01	24.13	30.76	0	0	0
K09835	19.23	0	0	0	0	21.87	0	0	18.07	0	13.89	0	9.54	14.23	0	0	0	0
K09837	29.62	27.48	0	25.55	29.38	26.92	20.28	14.28	18.18	8.66	8.56	8.39	5.96	7.04	8.92	0	0	0
K09838	49.67	0	0	55.23	47.94	45.04	53.87	0	43.8	31.53	37.52	104.38	0	30.77	32.38	0	0	0
K09839	0	0	0	35.94	30.8	31.77	27.64	14.72	20.08	10.32	8.96	10.85	8.59	9.21	9.56	0	0	0
K09840	65.17	30.15	25.36	20.3	32.97	34.11	72.25	210.45	24.52	754.24	591.87	23.35	698.81	584.36	366.26	0	0	0
K09841	36.33	36.22	31.67	24.37	22.42	0	66.35	18.86	24.92	18.19	19.53	20.52	16.63	22.87	21.65	0	0	0
K09842	0	9.97	0	8.88	9.54	9.52	8.97	9.06	9.52	3.05	3.24	3.6	0	4.57	4.6	0	0	0
K09843	39.6	0	0	0	0	0	8.96	10.83	14.59	8.11	10.34	6.38	8.29	12.48	21.62	0	0	0
K09866	0	6.08	0	40.03	17.54	18.95	12.6	11.43	13.79	0	0	0	29.05	0	0	0	0	0
K09872	906.28	705.73	773.5	1014.41	275.82	501.64	2219.95	94.62	1068.82	176.82	2116.45	187.11	11.24	185.75	154.91	0	0	0
K09873	28.55	170.78	23.74	46.69	38.73	39.76	58.29	40.99	50.1	5.94	6.73	455.11	4.23	8.56	6.7	0	0	0
K09874	23.61	6.87	43.29	84.47	6.42	6.65	70.63	113.84	55.15	13.48	4.45	3.48	11.06	2.58	8.61	0	0	0
K09875	15.69	91.43	13.66	14.82	15.87	20.06	19.21	84.68	106.28	15.65	16.77	15.88	133.2	19.56	17.16	0	0	0
K09886	4.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09903	23.02	21.43	21.13	31.04	32.35	33.06	21.22	13.44	18.62	9.78	9.6	8.78	10.44	9.7	9.64	0	0	0
K09919	0	0	26.25	0	18.52	18.91	15.87	0	15.59	7.9	0	12.59	16.96	0	0	0	0	0
K09955	0	80.95	0	0	64.8	0	86.68	41.63	64.84	30.8	32.28	34.04	0	0	37.19	0	0	0
K10046	541.87	0	431.72	127.2	168.54	181.43	172.27	81.95	97.86	115.04	96.9	97.49	63.18	105.56	98.42	0	0	0
K10047	70.5	66.64	63.69	56.24	54.1	51.14	62.01	48.02	40.18	75.98	88.95	56.98	17.8	77.75	65.74	0	0	0
K10084	10.87	12.63	0	9.14	10.81	7.12	9.33	9.51	13.49	9.89	0	10.45	5.04	11.06	9.48	0	0	0
K10085	9.52	9.71	9.58	10.55	10.78	9.96	9.19	10.31	8.9	13.59	13.9	16.01	12.84	15.33	13.47	0	0	0
K10088	43.93	45.69	0	61.6	64.32	65.26	75.71	63.82	54.38	98.41	99.99	99.77	298.93	114.19	82.99	0	0	0
K10134	22.38	29.34	0	23.77	0	17.09	380.65	15.79	28.02	29.77	26.85	19.3	55.65	0	37.62	0	0	0
K10140	22.41	20.02	0	9.35	9.59	9.88	10.47	5.43	8.33	10.16	9.21	10.64	7.69	9.21	9.57	0	0	0
K10143	31.75	30.42	0	3.96	17.1	17.44	22.12	17.06	20.61	36.62	14.85	5.54	10.05	13.95	0	0	0	0
K10144	20.32	76.42	18.06	19.47	21.88	18.42	175.89	47.54	13.41	3.65	12.95	72.49	13.1	27.22	2.97	0	0	0
K10161	0	0	22.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10206	88.12	86.89	88.28	97.06	99.94	100.93	92.92	9.15	79.44	100.64	96.26	92.49	105.95	99.52	96.28	0	0	0
K10251	28.16	56.48	57.5	65.65	84.59	89.02	69.43	8.71	13.67	95.8	18.99	0	197.91	20.24	19.06	0	0	0
K10255	40.82	46.78	48.41	33.09	31.98	31.56	21.53	8.5	17.16	4.09	3.22	4.04	4.87	3.41	4.39	0	0	0
K10256	120.35	104.06	70.95	102.56	106.55	105.44	121.69	225.18	189.61	13.98	17.07	15.84	97.16	83.18	10.01	0	0	0
K10257	147.68	20.35	183.46	90.83	101.44	99.39	77.43	26.84	51.31	4.42	6.44	5.94	13.94	0	7.65	0	0	0
K10258	51.98	13.53	38.19	54.65	80.85	8.26	21.35	26.1	43.36	42.2	61.37	25.12	157.53	0	67.43	0	0	0
K10260	0	6.1	0	0	0	0	0	0	0	4.9	0	0	5.39	4.07	2.67	0	0	0
K10268	43.35	44.34	44.15	35.7	5.97	37.17	10.43	58.68	42.68	61	52.38	55.02	4.48	5.33	61.76	0	0	0
K10273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10277	4.73	6.85	5.32	10.51	12.01	12.48	8.13	3.79	5.67	5.73	3.77	8.67	14.66	6.39	5.01	0	0	0
K10290	22.35	22.85	21.48	29.19	29.48	65.52	32.41	25.07	26.47	33.06	29.43	32.05	37.42	15.04	28.81	0	0	0
