Time	P1_pad	P3b_pad	P3a_pad	P1_cup	P2_cup	P3_cup	P1_green	P2_green	P3_green	P1_pink	P2_pink	P3_pink	P1_ripe	P2_ripe	P3_ripe	null1	null2	null3
K02982	4.22	47.69	63.07	5.85	28.02	50.91	6.55	33.32	9.45	2.51	2.62	7.81	0	7.28	3.4	0	0	0
K02984	232.55	511.27	307.71	320.92	351.87	366.37	185.66	148.44	158.36	274.15	203.17	151.96	139.34	195.05	176.27	0	0	0
K02985	510.29	557.14	0	412.15	403.21	392.96	385.74	347.66	0	335.57	442.67	349.41	397.37	439.69	440.53	0	0	0
K02986	0	0	0	3.03	0	0	0	2.28	0	0	0	0	0	0	4.59	0	0	0
K02987	410.79	501.96	459.67	323.27	393.5	366.16	367.56	233.68	312.73	414.19	0	299.99	219.55	337.51	372.57	0	0	0
K02988	41.35	40.21	90.72	28.22	86.34	29.07	55.39	28.26	30.17	17.34	24.07	19.33	20.94	13.39	25.31	0	0	0
K02989	419.07	413.74	415	363.1	425.74	412.44	377.69	213.59	331.58	336.34	405.85	327.4	388.78	387.12	378.57	0	0	0
K02990	84.18	96.55	95.8	207.06	93.38	100.18	88.63	69.16	78.12	59.82	61.65	60.62	40.83	59.98	59.28	0	0	0
K02991	395.98	436.72	475.75	308.87	355.15	360.4	356.43	278.89	322.02	401.48	323.58	269.88	343.77	338.68	312.15	0	0	0
K02992	56.69	8.36	42.9	70.34	76.23	0	0	57.72	46.93	0	47.85	2.86	0	0	0	0	0	0
K02993	494.65	518.17	422.01	403.7	0	476.51	426.19	376.3	346.73	458.5	361.53	465.13	292	461.49	323.38	0	0	0
K02995	243.75	226.98	246.51	108.97	384.42	199.79	162.2	131.17	132.25	193.7	169.8	135.68	110.01	401.3	171.02	0	0	0
K02996	22.98	23.93	0	18.02	170.58	19.58	17.66	31.55	15.97	62.5	26.63	61.27	8.53	26.05	26.54	0	0	0
K02997	330.92	357.46	365.3	261.24	176.22	178.45	171.37	125.51	244.78	276.46	175.3	154.54	112.79	167.23	333.09	0	0	0
K02998	409.89	456.37	464.64	353.17	386.76	400.45	379.51	303.07	321.64	407.71	385.9	324.08	240.84	379.19	395.91	0	0	0
K02999	37.04	40.96	38.24	54.68	30.07	29.47	35.11	56.94	31.04	32.19	34.29	31.97	26.86	46.46	34.1	0	0	0
K03000	48.42	210.45	36.09	182.08	0	0	60.11	27.27	0	68.54	68.22	25.12	0	28.22	24.5	0	0	0
K03002	14.75	15.89	16.97	8.79	10.79	9.22	14.04	12.5	11.55	11.54	10.88	9.75	6.41	8.29	10.37	0	0	0
K03005	28.34	0	26.98	18.05	22.84	0	22.02	16.6	19.7	23.38	21.4	19.66	16.77	21.55	20.87	0	0	0
K03006	55.19	57.71	56.56	43.64	46.43	47.2	46.48	35.21	38.92	29.46	28.61	29.72	28.8	26.42	32.14	0	0	0
K03008	114.95	112.43	0	66.3	109.39	109.67	108.14	0	82.25	48.66	52.39	43.34	56.96	54.31	52.93	0	0	0
K03010	47.05	41.66	40.15	6.92	39.79	8.28	43.11	36.21	38.75	36.86	36.06	34.21	0	33.24	37.08	0	0	0
K03011	80.22	83.86	81.58	67.57	75.08	69	71.97	41.31	57.28	34.18	27.32	26.67	22.33	29.22	30.95	0	0	0
K03012	62.77	58.35	94.37	60.21	54.65	55.75	56.51	35.44	58.72	14.9	14.8	10.39	181.24	13.4	17.1	0	0	0
K03013	61.46	54.19	8.69	7.66	51.64	82.51	51.13	58.99	4.47	50.1	48.98	123.15	23.24	40.42	119.2	0	0	0
K03014	0	0	160.32	0	188.13	167.57	179.95	147.12	198.68	184.68	130.51	117.38	163.07	151.52	153.14	0	0	0
K03015	35.54	34.98	34.58	34.97	34.75	37.86	38.6	29.9	31.62	30.13	28.06	28.62	40.62	35.24	28.25	0	0	0
K03016	77.98	66.59	125.05	77.86	49.13	77.41	0	61.69	61.14	50.13	47.98	45.84	62.99	46.74	86.23	0	0	0
K03017	0	28.49	0	20.42	33.88	0	0	17.69	0	11.84	0	0	0	0	11.42	0	0	0
K03018	9.49	10.44	17.73	8.69	17.91	8.82	7.21	8	16.78	0	6.73	7.28	9.94	6.46	7.83	0	0	0
K03019	44.23	47.96	0	0	49.8	46.9	35.53	0	41.01	0	0	355.9	0	57.11	27.88	0	0	0
K03020	21.15	25.73	24.14	15.27	20.04	24.59	22.63	18.64	16.09	19.08	14.54	16.69	0	9.46	14.94	0	0	0
K03021	37.83	0	15.66	20.27	13.37	0	0	13.4	0	8.63	27.92	7.64	0	7.63	8.56	0	0	0
K03022	0	12.1	0	10.27	12.77	10.33	11.79	7.34	8.85	10.56	16.24	0	11.21	9.58	0	0	0	0
K03023	58.95	24.94	31.4	37.84	20.7	20.48	48.97	16.31	17.46	14.1	15.35	14.12	13.57	13.55	15.19	0	0	0
K03024	22.41	24.35	0	18.89	21.25	23.43	17.02	12.02	13.97	19.99	16.65	27.87	24.1	18.17	17.56	0	0	0
K03025	47.82	16.71	18.31	16.35	19.13	18.45	23.12	22.92	22.34	20.56	25.72	23.74	19.86	23.01	24.64	0	0	0
K03026	5.32	6.95	6.91	4.14	6.27	6.73	7.93	3.85	4.53	10.75	7.27	6.18	6.4	5.08	8.12	0	0	0
K03027	16.11	15.93	16.21	9.29	9.41	10.63	11.93	9.23	10.73	12.1	10.16	9.08	11.07	10.17	11.4	0	0	0
K03028	120.28	122.99	122.02	92.7	97.02	96.13	111.84	96.99	104.03	99.2	101.96	92.61	69.27	101.15	95.47	0	0	0
K03029	124.63	122.29	122.49	103.75	108.62	113.24	126.19	104.14	104.25	102.94	103.44	98.41	70.65	99.93	100.61	0	0	0
K03030	136.17	134.08	99.28	105.73	127.35	147.84	108.39	96.31	105.21	109.8	0	94.22	102.74	99.11	95.33	0	0	0
K03031	97.58	81.41	94.26	73.93	85.75	87	84.42	75.03	76.75	118.2	113.11	116.92	72.67	0	106.56	0	0	0
K03032	0	0	233.88	173.25	130.37	0	0	0	56.45	112.29	58.86	57	38.2	0	0	0	0	0
K03033	0	141.49	0	104.34	196.73	82.6	187.66	76.38	0	77.9	89.9	67.76	0	0	100.88	0	0	0
K03035	91.5	83.68	0	59.73	71.06	68.17	70.32	70.44	65.34	77.9	79.18	71	43.16	74.98	72.98	0	0	0
K03036	86.17	86.14	88.85	52.78	73.45	83.36	69.45	0	141.95	68.65	73.22	73.31	123.46	78.23	83.86	0	0	0
K03037	103.86	97.19	101.25	79.82	91.45	87.97	90.24	80.35	74.58	87.07	93.29	90.76	63.73	93.05	73.86	0	0	0
K03038	0	92	93.5	74.95	88.55	92.04	88.64	0	0	97.82	85.3	81.19	93.72	100.44	0	0	0	0
K03039	87.15	107.7	96.69	49.33	0	49.13	46.88	43.29	35.18	60.94	96.48	91.15	49.96	67.47	0	0	0	0
K03040	4.47	4.7	4.38	2.91	3.95	0	7.14	3.65	2.62	0	0	1.92	0	3.2	2.69	0	0	0
K03043	9.96	3.36	2.96	3.6	5.87	0	0	0	0	0	0	0	0	0	0	0	0	0
K03044	0	0	7.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03046	2.25	5.29	4.26	3.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03053	16.26	0	16.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03061	152.32	147.83	144.1	110.48	120.44	115.73	138.8	85.74	124.05	152.99	139.79	138.47	146.08	162.24	142.36	0	0	0
K03062	195.33	178.26	102.11	144.33	114.61	115.81	224.1	170.94	174.51	141.83	160.69	134.8	0	145.22	0	0	0	0
K03063	97.61	99.88	105.97	91.21	95.39	97.52	88.7	77.76	76.13	90.59	86.1	0	81.76	99.93	84.87	0	0	0
K03064	110.93	108.28	138.79	77.47	82.3	78.56	85.93	76.91	80.11	69.2	73.37	71.33	98.89	81.41	73.55	0	0	0
K03065	142.91	137.45	133.63	113.3	122.98	125.4	132.05	116.72	119.05	158.83	147.65	145.14	127.58	164.54	143.66	0	0	0
K03066	0	190.48	172.49	118.45	104.45	0	92.82	83.1	108.35	0	85.64	102.26	333.99	96.64	83.58	0	0	0
K03070	56.92	59.49	59.51	44.02	40.09	40.51	35.97	15.79	29.55	6.35	8.88	5.94	8.56	7.45	6.12	0	0	0
K03083	59.99	61.06	64.57	54.09	61.15	54.79	98.9	42.36	42.27	88.65	232.51	91.69	100.36	495.25	35.6	0	0	0
K03086	28.07	27.28	32.05	22.85	19.62	19.39	43.26	9.54	15.85	4.84	5.09	5.06	7.25	4.33	5.25	0	0	0
K03093	27.91	25.78	27.45	12.64	11.97	12.34	21.5	9.09	13.48	11.34	10.58	11.12	15.14	9.31	9.46	0	0	0
K03094	242.47	45.1	311.02	233.93	234.01	266.2	251.47	157.69	206.26	195.26	55.39	191.33	48.19	57.55	223.59	0	0	0
K03097	61.25	63.89	73.51	108.02	161.15	180.59	117.91	49.44	99.47	0	120.12	130.21	78.09	80.3	139.42	0	0	0
K03098	308.08	267.58	248.34	480.76	371.47	415.8	322.95	264.53	205.58	241.46	259.37	309.35	383.86	216.12	226.79	0	0	0
K03100	87.6	98.02	81.89	63.79	68.54	73.34	56.43	59.98	54.85	73.55	75.02	64.53	36.04	72.28	57.64	0	0	0
K03103	25.19	28.3	19.4	19.1	22.13	22.06	18.68	13.14	12.76	24.69	24.53	23.73	21.59	25.34	24.6	0	0	0
K03104	48.97	51.08	50.55	32.52	43	43.28	35.56	39.66	34.23	48.15	52.3	47.84	32.03	40.56	48.7	0	0	0
K03105	0	60.18	33.18	35.7	56.2	40.92	36.03	30.69	38.04	34.15	35.99	39.33	40.06	43.68	37.37	0	0	0
K03106	34.75	34.68	63.56	57.78	38.09	25.46	40.91	17.95	32.3	22.34	11.41	28.17	63.16	10.4	25.34	0	0	0
K03107	62.34	61.06	39.7	33.47	36.92	35.41	34.74	28.73	32.12	26.74	26.98	26.65	28.97	26.07	27.23	0	0	0
K03108	0	35.25	37.98	31.28	34.63	32.72	37.5	29.41	29.37	49.28	49.07	47.8	29.9	45.92	46.6	0	0	0
K03109	85.99	31.55	35.23	27.64	32.82	37.48	25.79	28.34	31.09	0	30.69	0	20.01	0	0	0	0	0
K03110	0	0	24.94	26.38	26	0	0	14.15	19.62	0	14.3	10.27	6.23	9.92	10.08	0	0	0
K03111	17.62	20.22	16.66	14.18	17.4	16.93	16.92	10.17	13.03	8.32	7.69	6.66	10.13	6.89	7.87	0	0	0
K03113	138.62	169.34	112.27	63.29	280.19	185.03	76.63	173.21	50.4	88.59	85.53	185.93	109.86	274.27	205.38	0	0	0
K03115	38.13	74.51	42.95	76.61	45.27	81.04	75.22	68.99	0	54.96	49.34	54.88	75.88	0	55.51	0	0	0
K03116	57.71	60.97	63.71	62.52	58.93	66.07	57.5	28.21	38.08	26.78	27.16	28.72	37.82	25.34	31.51	0	0	0
K03118	36.3	35.05	35.1	37.29	32.85	36.66	30.61	17.65	25.05	24.19	15.37	17.43	16.21	34.03	12.97	0	0	0
K03120	0	47.01	42.47	42.43	53.06	43.03	41.42	53.79	53.93	64.61	60.56	62.79	61.72	64.93	57.43	0	0	0
K03122	86.8	81.67	0	0	62.61	61.97	64.08	0	0	37.8	53.13	53.13	36.21	0	76.76	0	0	0
K03123	51.38	55.7	56.8	64.03	57.38	73.08	61.34	42.74	43.48	42.88	28.69	42.9	82.81	0	46.15	0	0	0
K03124	29.47	0	63.41	23.94	21.59	28.04	11.23	63.2	56.1	62.46	28.9	29.1	9.44	0	8.14	0	0	0
K03125	26.02	24.81	24.45	33.3	0	20.63	0	24.28	0	33.7	0	21.47	0	32.84	45.23	0	0	0
K03126	12.71	12.47	12.32	9.33	11	90.67	10.86	8.42	9.61	6.91	6.07	19.34	20.74	7.44	6.36	0	0	0
K03127	39.69	42.59	0	34.18	41.25	39.69	44.86	23.39	38.02	27.62	33.61	29.58	33.7	30.9	26.3	0	0	0
K03128	10.91	0	7	5.19	6.33	6.17	6.71	6.9	6.13	0	6.17	0	0	8.01	7.46	0	0	0
K03129	23.87	23.82	22.83	21.68	23.1	23.5	22.97	17.44	21.48	16.09	15.58	16.36	14.26	18.28	18.17	0	0	0
K03130	17.33	20.79	0	12.45	14.28	0	14.97	11.86	0	11.48	12.32	11.22	7.12	12.14	0	0	0	0
K03131	0	0	17.63	40.82	0	0	27.03	12.72	20.74	0	0	23.68	17.23	0	0	0	0	0
K03132	0	16.43	14.26	12.92	10.66	15.56	11.04	11.86	9.79	19.06	25.79	24.99	38.48	68.95	52.39	0	0	0
K03133	51.87	47.83	38.07	28.42	90.84	46.79	30	31.45	30.87	16.55	17.43	13.7	16.1	32.58	14.97	0	0	0
K03134	54.07	36.37	48.7	48.79	44.01	48.95	51.61	44.14	42.77	55.04	47.64	53	47.38	39.82	52.16	0	0	0
K03135	20.67	23.64	0	15.15	15.67	18.11	17.61	16.74	15.8	19.16	16.15	15.81	13.64	17.65	15.01	0	0	0
K03136	29.02	28.97	26.98	24.87	24.6	23.46	27.35	23.5	27.17	24.43	23.85	23.12	20.91	22.96	24.79	0	0	0
K03137	0	29.86	0	0	0	0	36.13	0	0	37.72	0	40.97	0	41.89	0	0	0	0
K03138	28.29	32.33	29.62	24.66	25.29	25.46	27.57	23.37	25.5	29.06	30.98	31.33	29.1	27.94	28.62	0	0	0
K03139	27.41	27.92	25.05	14.41	15.8	14.54	18.78	0	17.36	21.36	22.98	19.89	12.39	26.06	20.61	0	0	0
K03141	20.8	25.4	20.18	17.02	17.77	17.17	16.24	13.43	14.66	18.58	18.69	16.65	20.75	21.02	18.51	0	0	0
K03142	0	82.85	10.38	7.87	8.32	8.57	8.21	7.09	6.26	40.99	9.83	0	8.5	9.01	8.68	0	0	0
K03143	26.89	0	29.51	0	27.39	31.97	19.08	0	14.8	14.91	46.15	44.41	9.64	25.87	14.74	0	0	0
K03144	12.5	28	7.93	6.33	11.04	33.06	8.01	11.26	13.47	6.04	4.95	11.67	4.82	0	8.56	0	0	0
K03145	30.09	35.23	34.59	27.03	29.86	29	28.22	23.29	28.18	20.88	22.08	24.29	24.76	20.22	20.81	0	0	0
K03146	166.27	180.08	890.77	167.4	933.61	914.56	844.22	131.77	612.71	169.79	172.54	162.91	669.33	213.58	188.82	0	0	0
K03147	84.14	75.36	77.9	61.88	68.72	61.31	66.09	31.01	42.1	22.05	40.46	22.44	12.06	17.12	18.68	0	0	0
K03152	0	37.16	0	16.9	77.45	89.44	106.69	54.99	9.12	69.57	48.47	4.61	113.79	38.65	114.63	0	0	0
K03155	6.64	6.41	4.24	2.75	0	2.98	3.31	2.31	0	0	0	0	0	0	0	0	0	0
K03163	130.74	88.34	53.76	0	129.58	0	147.26	0	112.63	42.41	0	83.48	101.49	40.51	39.42	0	0	0
K03164	24.01	14.11	38.58	8.03	11.48	0	8.45	0	5.45	2.74	2.44	4.2	3.68	3.46	3.4	0	0	0
K03165	14.87	4.84	2.91	15.23	14.59	13.65	15.84	11.89	14.31	8.46	9.11	8.17	6.96	9.29	9.54	0	0	0
K03177	15.67	15.13	14.31	13.64	14.07	13.36	12.5	7.15	0	5.37	3.37	3.74	4.02	4.53	9.34	0	0	0
K03178	0	0	12.45	0	126.02	123.59	0	118.09	113.3	0	83.9	150.09	104.48	158.25	0	0	0	0
K03183	36.38	0	36.19	0	44.99	81.78	20.15	13.3	18.01	7.66	12.75	7.67	9.55	10.44	11.8	0	0	0
K03188	0	0	0	0	5.33	5.74	5.24	4.41	3.86	0	8.89	25.37	10.35	4.46	0	0	0	0
K03189	79.06	78.1	83.58	66.73	69.37	66.24	200.4	42.46	57.49	0	34.07	96.12	133.25	110.59	110.96	0	0	0
K03190	0	7.59	0	10.02	7.6	7.9	5.98	10.35	7.06	8.23	19.18	7.93	7.23	6.61	6.26	0	0	0
K03216	25.17	24.85	24	28.3	26.36	28.51	37.21	14.49	26.32	10.22	8.65	9.8	16.42	12.03	9.38	0	0	0
K03217	30.82	25.9	26.26	25.76	22.94	23.38	24.02	24.87	18.06	31.78	11.42	13.9	31.49	31.12	34.35	0	0	0
K03231	0	2007.62	0	1936.49	1665.82	1944.16	1804.32	1438.39	1442.14	1790.06	2168.56	1170.1	1265.44	1527.89	2154.51	0	0	0
K03232	310.45	328.87	306.02	258.23	269.81	270.69	260.01	230.15	231.87	263.1	249.99	142.84	175.21	240.62	246.96	0	0	0
K03233	81.84	373.84	372.28	323.72	368.76	68.85	192.4	58.39	289.5	436.17	235.55	65.33	159.85	65.83	74.45	0	0	0
K03234	363.73	329.78	392.52	392.39	330.66	305.1	397.06	375.72	322.73	657.14	633.45	563.02	259.84	484.28	526.7	0	0	0
K03236	273.11	430.01	306.42	316.69	280.47	0	350.47	319.85	296.31	0	383.35	424.7	587.3	349.16	380.39	0	0	0
K03237	86.31	80.46	81.61	79.02	85.1	0	92.81	0	0	0	89.39	83.57	78.08	75.37	90.5	0	0	0
K03238	85.46	183.01	91.87	67.3	116.82	0	82.01	69.92	73.5	0	78.48	76.9	0	82.16	73.7	0	0	0
K03239	18.61	20.78	33.92	14.22	15.97	14.37	14.07	14.7	14.26	22.91	22.07	21.05	24	22.17	18.12	0	0	0
K03240	27.46	23.27	24.27	22.01	23.71	14.55	24.82	19.61	24.13	21.47	22.34	21.34	0	19.39	21.64	0	0	0
K03241	25.06	29.04	27.76	30.64	32.99	33.38	34.35	17.37	24.46	23.76	24.9	22.2	19.5	23.28	21.4	0	0	0
K03242	73.75	68.16	70.23	56.29	61.04	59.42	61.79	45.72	60.63	0	0	0	42.34	0	155.43	0	0	0
K03243	0	0	0	0	0	0	0	0	0	0	0	76.51	0	0	0	0	0	0
K03245	67.58	69.6	71.75	68.95	74.78	74.58	80.28	74.61	61.95	132.81	120.98	102.4	129.75	127.53	51.94	0	0	0
K03246	71.12	70.36	69.54	51.2	54.01	52.4	57.23	51.65	49.41	72.23	69.06	61.34	48.57	70.75	67.3	0	0	0
K03247	73.02	75.68	0	51.14	59.79	56.55	58.15	50.25	50.43	78.11	73.75	66.43	63.91	72.66	71.89	0	0	0
K03248	85.4	89.35	22.51	49.51	46.07	69.97	54.71	48.16	20.3	46.91	43.75	47.52	0	42.23	45.49	0	0	0
K03249	83.82	82.08	87.77	58.28	61.17	63.24	55.92	52.29	47.21	90.92	79.75	75.67	126.08	77.1	81.2	0	0	0
K03250	104.32	110.07	101.73	76.38	80.95	82.07	88.1	81.77	74.75	129.03	119.18	111.03	99.69	111.76	109.62	0	0	0
K03251	96.25	106.74	108.12	83.68	145.85	95.33	88.13	68.49	78.53	122.2	128.52	88.5	106.88	80.93	115.79	0	0	0
K03252	0	111.1	112.56	232.89	0	88.71	0	0	0	109.36	206.9	211.36	0	211.78	0	0	0	0
K03253	105.31	103.19	106.72	73.34	82.31	76.19	77.09	64.68	71.8	103.19	97.15	93.59	76.11	89.54	85.62	0	0	0
K03254	99.79	89.66	91.43	0	0	56.34	105.13	52.64	59.48	69.79	0	54.52	46.26	61.05	56.49	0	0	0
K03255	34.37	27.91	28.45	67.15	25.1	23.97	113.91	37.97	12.06	25.09	57.19	51.01	27.84	43.57	30.16	0	0	0
K03256	12.25	15.8	15.13	8.69	9.24	0	10.27	7.58	9.45	9.16	9.29	7.6	0	7.91	8.52	0	0	0
K03257	377.92	0	546.66	322.63	362.38	314.09	13.16	300.94	335.25	471.39	491.18	581.38	364.92	447.4	658.84	0	0	0
K03259	50.26	58.62	53.13	41.78	42.9	42.07	45.7	30.5	70.24	85.34	123.78	48.83	74.02	94.97	61.94	0	0	0
K03260	73.4	513.14	82.92	76.4	57.81	57.44	86.86	71.58	73.26	61.1	68.32	64.7	53.34	57.35	98.12	0	0	0
K03262	206.45	237.5	229.06	231.34	183.08	187.06	264.06	114.05	168.96	220.49	195.48	214.57	0	258.1	236.08	0	0	0
K03263	501	493.34	379.12	714.35	518.64	652.51	600.79	461.83	0	606.73	1082.75	922.08	396.3	475.11	444.38	0	0	0
K03264	118.04	112.41	110.46	84.37	89.34	83.01	91.54	71.56	92.16	104.94	99.81	79.22	72.44	97.63	93.77	0	0	0
K03265	71.96	82.51	0	38.52	30.53	29.11	0	0	66.86	103.54	122.65	0	72.71	147.07	119.8	0	0	0
K03267	71	81.52	71.47	62.23	71.06	70.61	95.27	74.39	63.7	107.75	105.04	97.6	0	94.82	99.47	0	0	0
K03283	386.68	973.42	282.11	419.93	849.72	501.04	735.86	13.11	476.6	95.5	44.01	56.34	379.69	38.91	678.75	0	0	0
K03294	0	19.71	0	6.3	6.47	19.71	7.85	26.26	20.91	27.75	8.54	8.31	28.81	61.13	4.6	0	0	0
K03301	87.43	6.86	6.64	6.68	68.23	274.79	63.11	4.92	0	4.6	713.07	85.64	524.7	100.01	6.3	0	0	0
K03305	19.29	0	3.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03319	0	42.07	0	39.65	0	44.28	112.41	78.07	0	43.49	0	0	0	31.42	0	0	0	0
K03320	17.56	18.43	22.2	13.9	14.18	14.67	9.95	3.21	6.45	3.58	2.95	33.79	4.56	3.83	6.82	0	0	0
K03322	0	0	0	14.47	16.62	17.41	23.99	18.34	4.48	4.05	3.93	5.48	5.07	5.03	5.07	0	0	0
K03327	101.58	2.87	40.5	4.42	7.26	7.82	12.98	18.68	8.16	4.15	7.17	1.71	23.97	53.17	6.32	0	0	0
K03347	95.09	58.5	59.04	78.42	54.58	54.79	174.11	77.28	104	98.62	103.64	104.45	121.14	110.4	4.56	0	0	0
K03348	6.32	6.81	7.48	3.05	4.85	5.82	5.25	4.14	3.27	0	1.91	2.7	0	0	3.2	0	0	0
K03349	9.54	9.22	9.58	8.75	6.59	8.31	9.23	7.43	8.17	6.33	5.22	5.02	4.49	5.79	4.75	0	0	0
K03350	8.52	8.28	8.62	6.14	7.31	7	6.07	5.1	5.28	3.77	3.54	3.59	4.2	3.34	4.54	0	0	0
K03351	4.21	7.49	4.8	29.45	7.92	9.89	6.29	3.71	3.06	3.02	2.31	2.43	3.73	3.14	2.19	0	0	0
K03352	6.97	7.84	7.1	4.84	5.5	5.44	0	5.24	4.69	3.69	2.96	3.58	4.68	3	0	0	0	0
K03353	7.95	9.49	8.8	5.52	6.17	5.42	7.13	5.42	5.91	8.28	7.54	7.97	5.58	7.69	7.87	0	0	0
K03354	26.68	25.68	24.58	28.15	22.55	77.27	30.25	14.08	9.89	4.99	7.36	14.38	5.94	13.28	5.72	0	0	0
K03355	7.2	7.13	31.63	4.64	5.2	5.4	5.11	3.3	4.27	3.83	2.98	2.57	2.88	2.74	6.02	0	0	0
K03357	15.89	16.5	15.79	17.59	19.31	23.63	21.09	13.82	17.32	11.74	11.35	12.46	12.12	12.91	13.91	0	0	0
K03363	0	14.51	30.92	0	57.11	0	0	7.19	0	4.8	6.02	5.05	0	5.35	0	0	0	0
K03364	10.43	9.97	10.06	3.93	24.79	10.88	9.95	9.46	10.21	7.48	6.64	7.73	7.01	9.1	8.17	0	0	0
K03386	401.7	357.53	352.67	423.74	413.22	455.58	274.13	154.17	164.78	59.99	57.2	54.32	0	45.08	48.69	0	0	0
K03403	238.87	0	203.92	120	0	105.32	117.23	70.66	59.13	10.27	12.95	11.15	2.92	8.68	12.81	0	0	0
K03404	0	0	0	30.89	28.41	57.64	16.95	7.21	12.3	3.51	4.43	4.17	3.22	3.32	4.11	0	0	0
K03405	147.21	134.45	133.29	143.45	135.14	136.27	89.84	41.47	73.3	20.73	21.27	20.05	12.85	15.99	22.27	0	0	0
K03424	19.54	33.24	25.18	0	35.26	0	24.46	0	27.47	5.9	0	4.26	25.45	0	5.51	0	0	0
K03426	57.89	56.26	48.03	0	52.8	85	63.66	40.03	53.58	0	61.02	56.79	69.59	61.34	0	0	0	0
K03428	95.25	80.69	81.63	90.28	89.86	83.11	0	14.65	25.34	3.29	4.39	4.59	2.77	4.13	3.53	0	0	0
K03434	0	0	0	23.98	0	19.93	40.97	0	41.77	0	17.64	11.97	12.43	0	0	0	0	0
K03437	11.32	11	10.27	14.02	12.86	11.22	9.4	5.67	9.51	3.52	5.12	4.83	6.26	3.04	2.49	0	0	0
K03438	0	12.1	0	7.23	10.13	8.46	9.45	5.05	7.05	0	4.93	8.32	6.75	7.27	6.83	0	0	0
K03439	18.07	18.96	40.34	15.02	16.46	13.75	26.12	12.52	13.76	14.12	14.12	14.87	61.55	14.1	37.45	0	0	0
K03441	480.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03452	3.75	5.21	4.51	6.58	7.04	6.59	7.06	8.85	5.91	5.41	5.97	5.82	5.32	4.96	5.51	0	0	0
K03453	17.48	23.37	23.69	26.27	30.42	28.13	23.43	15.79	46.83	13.27	16.69	16.59	20.52	13.65	14.74	0	0	0
K03456	234.46	215.04	146.44	148.67	162.44	160.81	253.42	253.31	115.4	162.92	170.87	172.33	130.67	169.15	163.6	0	0	0
K03457	16.1	13.78	13.22	16.44	14.69	16.31	16.04	7.34	9.23	4.23	3.77	2.49	0	3.72	3.88	0	0	0
K03469	0	0	0	0	0	0	0	0	0	0	0	0	4.13	0	0	0	0	0
K03495	23.56	0	22.53	0	15.08	0	10.72	8.89	11.43	9.59	8.48	9.97	0	9.8	0	0	0	0
K03500	6.87	6.85	12.16	5.08	4.26	4.74	3.26	3.24	3.45	0	0	0	2.43	0	0	0	0	0
K03501	4.23	0	4.05	5.68	5.27	4.73	5.34	2.67	4.7	0	3.77	2.67	0	2.92	0	0	0	0
K03504	12.88	11.53	12	9.51	10.29	9.55	10.24	9.28	0	8.62	6.49	0	7.16	13.48	7.42	0	0	0
K03505	23.7	18.14	23.29	21.09	19.2	25.73	22.32	0	14.8	8.04	0	0	0	10.14	0	0	0	0
K03506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03509	8.76	7.68	0	6.57	7.35	7.46	7.43	5.95	7.44	3.62	3.1	2.71	4.96	3.62	3.58	0	0	0
K03511	33.17	8.46	9.71	10.51	7.82	9.45	7.59	5.81	6.94	5.06	3.23	3.38	5.93	4.78	4.6	0	0	0
K03512	0	4.81	0	2.67	5.59	6.89	5.41	3.87	4.17	2.41	2.94	2.32	4.39	0	2.77	0	0	0
K03514	10.72	35.33	19.07	10.18	10.02	10.48	12.26	0	0	11.21	10.69	12.4	9.32	10.11	11.57	0	0	0
K03515	1.99	3.17	3.34	0	3.16	3.41	0	1.75	0	0	0	2.32	0	0	0	0	0	0
K03517	14.36	12.47	12.41	9.72	8.96	8.42	9.35	0	7.86	8.89	0	14.82	8.27	5.58	5.92	0	0	0
K03521	14.64	13.87	11.78	0	17.38	15.77	11.48	10.43	17.3	18.66	9.79	8.42	14.53	10.05	10.78	0	0	0
K03522	9.74	9.1	10.55	7.77	9.31	10.57	9.2	8.16	9.62	14.93	18.31	16.87	0	19.25	19.78	0	0	0
K03526	131.22	132.64	132.61	160.65	155.39	149.55	150.79	70.99	116.58	136.92	134.51	144.68	111.13	114.29	128.36	0	0	0
K03527	163.06	164.87	164.63	191.64	173.54	182.07	176.36	78.54	153.11	43.55	48.39	47.4	30.28	43.08	51.24	0	0	0
K03531	30.06	37.5	51.06	36.24	37.14	29.86	48.72	22.8	19.86	8.28	9.74	6.68	6.6	18.97	7.87	0	0	0
K03537	7.55	9.39	7.66	4.89	7.84	6.37	8.05	7.99	8.09	8.04	7.15	7.27	5.34	7.82	7.16	0	0	0
K03538	31.3	0	0	90.7	0	31.71	16.6	108.88	23.05	13.01	14.24	13.58	11.8	13.56	11.78	0	0	0
K03539	4.88	6.12	5.62	4.23	4.62	5.53	10.16	3.34	3.72	5.06	6.33	4.49	0	5.17	3.46	0	0	0
K03541	1119.45	395.03	251.48	1512.2	1481.74	1417.04	271.67	199.53	554.97	52.69	61.96	89.22	66.2	27.39	58.17	0	0	0
